,Brand,Price,Horsepower,Fuel Efficiency,Encodede_Brand,Scaled_HorsePower,Scaled_Fuel_Efficiency,Scaled_Brand,Performance_Index
976,Brand B,64198,483,18.7,5,0.9575,0.348,0.5,0.005353905106078071
977,Brand B,66190,349,31.1,5,0.6225,0.8440000000000001,0.5,0.0038318477111346123
978,Brand Y,89715,218,19.9,3,0.295,0.39599999999999996,0.25,0.0017674859276598114
979,Brand D,66847,421,23.1,9,0.8025,0.524,1.0,0.004512244378954927
980,Brand B,97763,344,26.8,5,0.61,0.672,0.5,0.002545339238771314
981,Brand C,54775,415,32.8,6,0.7875,0.9119999999999999,0.625,0.005483158375171155
982,Brand Y,79600,206,10.8,3,0.265,0.03200000000000003,0.25,0.0018522613065326632
983,Brand Z,52573,198,14.5,7,0.245,0.18,0.75,0.0027190763319574684
984,Brand C,67271,296,14.5,6,0.49,0.18,0.625,0.0031447429055610886
985,Brand D,78303,256,17.7,9,0.39,0.308,1.0,0.0023563592710368693
986,Brand E,80507,159,11.9,2,0.1475,0.07600000000000001,0.125,0.0014268324493522302
987,Brand B,74292,394,15.1,5,0.735,0.204,0.5,0.0037733537931405794
988,Brand C,68704,365,29.5,6,0.6625,0.78,0.625,0.0038476653469958076
989,Brand W,31065,182,34.1,1,0.205,0.9640000000000001,0.0,0.00443038789634637
990,Brand B,37003,349,25.8,5,0.6225,0.632,0.5,0.006811339621111801
991,Brand Z,81286,439,27.5,7,0.8475,0.7,0.75,0.0038819722953522128
992,Brand C,74635,287,26.9,6,0.4675,0.6759999999999999,0.625,0.002799892811683526
993,Brand W,32424,381,31.5,1,0.7025,0.86,0.0,0.008516839378238342
994,Brand W,49313,462,27.6,1,0.905,0.7040000000000001,0.0,0.006726015452314805
995,Brand B,34352,115,23.7,5,0.0375,0.5479999999999999,0.5,0.0025503609687936657
996,Brand X,55315,328,19.6,8,0.57,0.38400000000000006,0.875,0.004257073126638344
997,Brand C,94752,497,16.9,6,0.9925,0.27599999999999997,0.625,0.003725198412698412
998,Brand C,37087,364,21.1,6,0.66,0.44400000000000006,0.625,0.007041011675250087
999,Brand Z,79714,232,14.9,7,0.33,0.196,0.75,0.0020933587575582705
1000,Brand X,71018,391,33.6,8,0.7275,0.9440000000000001,0.875,0.003995888366329662
1001,Brand E,86444,223,18.6,2,0.3075,0.3440000000000001,0.125,0.0018703438063948916
1002,Brand A,55010,406,16.3,4,0.765,0.252,0.375,0.00525522632248682
1003,Brand Z,58372,136,10.0,7,0.09,0.0,0.75,0.0016823134379497016
1004,Brand C,87363,376,10.4,6,0.69,0.016000000000000014,0.625,0.003048430113434749
1005,Brand W,90202,182,28.9,1,0.205,0.7559999999999999,0.0,0.0015085031374027183
1006,Brand E,46663,389,15.0,2,0.7225,0.2,0.125,0.005931894648865267
1007,Brand W,64526,359,29.5,1,0.6475,0.78,0.0,0.004031708148653256
1008,Brand X,42717,498,27.5,8,0.995,0.7,0.875,0.0083538169815296
1009,Brand B,42957,479,26.8,5,0.9475,0.672,0.5,0.007992643806597295
1010,Brand W,61811,155,21.0,1,0.1375,0.44,0.0,0.0018572745951367878
1011,Brand Y,93254,350,16.8,3,0.625,0.272,0.25,0.00268127908722414
1012,Brand B,71563,368,24.9,5,0.67,0.596,0.5,0.003704009054958567
1013,Brand C,42784,242,33.3,6,0.355,0.9319999999999999,0.625,0.00419292258788332
1014,Brand E,61820,207,11.0,2,0.2675,0.04,0.125,0.0023972824328696214
1015,Brand B,39125,303,14.5,5,0.5075,0.18,0.5,0.0055322683706070285
1016,Brand A,34868,282,15.0,4,0.455,0.2,0.375,0.005790409544568085
1017,Brand Z,39096,444,27.9,7,0.86,0.716,0.75,0.008163750767341927
1018,Brand W,38304,477,22.7,1,0.9425,0.508,0.0,0.008894893483709273
1019,Brand A,94724,371,28.9,4,0.6775,0.7559999999999999,0.375,0.002833178497529665
1020,Brand Z,63328,301,24.5,7,0.5025,0.58,0.75,0.003443184689236988
1021,Brand Z,98965,188,23.6,7,0.22,0.544,0.75,0.001401303491133229
1022,Brand C,93532,138,16.5,6,0.095,0.26,0.625,0.0010857246717700894
1023,Brand Y,68051,476,12.5,3,0.94,0.1,0.25,0.004951433483710746
1024,Brand D,31937,362,23.7,9,0.655,0.5479999999999999,1.0,0.008156996587030717
1025,Brand Z,98901,269,28.0,7,0.4225,0.72,0.75,0.0019888575444131
1026,Brand D,59524,449,15.9,9,0.8725,0.23600000000000002,1.0,0.005360358846851689
1027,Brand E,56793,322,12.4,2,0.555,0.09600000000000002,0.125,0.00403430000176078
1028,Brand A,55210,487,15.6,4,0.9675,0.22399999999999998,0.375,0.006259373301938055
1029,Brand W,65947,210,13.2,1,0.275,0.12799999999999997,0.0,0.002289110952734772
1030,Brand Z,98835,313,17.9,7,0.5325,0.31599999999999995,0.75,0.0022711590023777
1031,Brand Z,45482,496,34.8,7,0.99,0.9919999999999999,0.75,0.007863330548348797
1032,Brand Z,37148,239,18.1,7,0.3475,0.32400000000000007,0.75,0.004649779261333046
1033,Brand W,78009,129,12.7,1,0.0725,0.10799999999999997,0.0,0.0012063992616236589
1034,Brand D,35049,413,29.9,9,0.7825,0.7959999999999999,1.0,0.008504379582869695
1035,Brand B,98465,238,27.2,5,0.345,0.688,0.5,0.0017748438531457876
1036,Brand E,35531,315,16.2,2,0.5375,0.24799999999999997,0.125,0.00634263037910557
1037,Brand Z,54716,179,22.5,7,0.1975,0.5,0.75,0.002413370860443015
1038,Brand D,34334,242,25.9,9,0.355,0.6359999999999999,1.0,0.00516019106425118
1039,Brand B,54299,357,12.2,5,0.6425,0.08799999999999997,0.5,0.004669699257813219
1040,Brand X,70498,257,26.2,8,0.3925,0.648,0.875,0.002663337967034526
1041,Brand Z,41568,420,26.7,7,0.8,0.6679999999999999,0.75,0.0072654445727482675
1042,Brand W,48819,373,13.1,1,0.6825,0.12399999999999999,0.0,0.005428828939552223
1043,Brand W,84934,159,25.8,1,0.1475,0.632,0.0,0.001401558857465797
1044,Brand E,65785,394,31.3,2,0.735,0.852,0.125,0.004335182792429885
1045,Brand B,60060,197,11.7,5,0.2425,0.06799999999999998,0.5,0.002354478854478854
1046,Brand Y,75405,205,28.8,3,0.2625,0.752,0.25,0.002017638087659969
1047,Brand Z,61560,135,18.3,7,0.0875,0.332,0.75,0.0016242690058479532
1048,Brand E,69897,142,13.7,2,0.105,0.14799999999999996,0.125,0.0014808933144484025
1049,Brand C,35176,157,28.6,6,0.1425,0.7440000000000001,0.625,0.003368205594723675
1050,Brand A,48971,334,20.1,4,0.585,0.4040000000000001,0.375,0.004897388250188887
1051,Brand Y,46983,428,22.8,3,0.82,0.512,0.25,0.006522359151182341
1052,Brand W,58648,348,34.3,1,0.62,0.9719999999999999,0.0,0.004329047878870549
1053,Brand B,42948,255,26.3,5,0.3875,0.652,0.5,0.004339899413243923
1054,Brand W,57769,410,22.0,1,0.775,0.48,0.0,0.005082310581799927
1055,Brand Y,99650,249,24.4,3,0.3725,0.576,0.25,0.0018225790265930756
1056,Brand B,86107,289,15.5,5,0.4725,0.22,0.5,0.002403405065790238
1057,Brand A,42266,240,29.5,4,0.35,0.78,0.375,0.004184214262054607
1058,Brand D,73219,258,15.4,9,0.395,0.21600000000000003,1.0,0.0025296712601920266
1059,Brand W,91610,321,18.6,1,0.5525,0.3440000000000001,0.0,0.0025136993777971836
1060,Brand C,57808,174,33.1,6,0.185,0.924,0.625,0.0022787503459728757
1061,Brand B,34906,143,33.9,5,0.1075,0.956,0.5,0.00315905574972784
1062,Brand C,58013,479,13.7,6,0.9475,0.14799999999999996,0.625,0.005850585213659007
1063,Brand E,56890,211,24.3,2,0.2775,0.5720000000000001,0.125,0.0027243803831956404
1064,Brand W,36230,342,18.8,1,0.605,0.35200000000000004,0.0,0.006763455699696383
1065,Brand A,55788,451,17.3,4,0.8775,0.29200000000000004,0.375,0.005751953825195382
1066,Brand W,82758,184,28.2,1,0.21,0.728,0.0,0.001658570772614128
1067,Brand B,98382,393,16.6,5,0.7325,0.26400000000000007,0.5,0.0028468622308958956
1068,Brand D,83314,195,19.6,9,0.2375,0.38400000000000006,1.0,0.0017089564779028735
1069,Brand B,60637,307,10.1,5,0.5175,0.003999999999999986,0.5,0.0035940102577634112
1070,Brand E,32280,470,22.3,2,0.925,0.49200000000000005,0.125,0.010399318463444858
1071,Brand C,56320,470,17.9,6,0.925,0.31599999999999995,0.625,0.005936967329545455
1072,Brand B,49558,487,15.5,5,0.9675,0.22,0.5,0.006972638120989546
1073,Brand X,70447,179,22.8,8,0.1975,0.512,0.875,0.0018757363691853449
1074,Brand X,61304,495,22.1,8,0.9875,0.48400000000000004,0.875,0.005760309278350515
1075,Brand D,96918,496,17.9,9,0.99,0.31599999999999995,1.0,0.0036378175364741327
1076,Brand X,56965,492,32.0,8,0.98,0.88,0.875,0.0062143421399104715
1077,Brand A,37049,215,15.8,4,0.2875,0.23200000000000004,0.375,0.0041901265891117175
1078,Brand X,30810,452,23.3,8,0.88,0.532,0.875,0.010496267445634535
1079,Brand D,94609,376,30.0,9,0.69,0.8,1.0,0.0028771047151962287
1080,Brand B,80435,100,34.0,5,0.0,0.96,0.5,0.0009970783862746316
1081,Brand X,91126,407,10.4,8,0.7675,0.016000000000000014,0.875,0.0031606786208107454
1082,Brand D,73489,382,34.8,9,0.705,0.9919999999999999,1.0,0.0037807018737498125
1083,Brand Y,35447,150,23.2,3,0.125,0.528,0.25,0.0031585183513414394
1084,Brand A,49510,481,19.0,4,0.9525,0.36,0.375,0.006915774590991719
1085,Brand B,32564,337,34.1,5,0.5925,0.9640000000000001,0.5,0.0075583466404618585
1086,Brand D,44038,252,15.4,9,0.38,0.21600000000000003,1.0,0.004110540896498478
1087,Brand W,53328,106,16.1,1,0.015,0.24400000000000005,0.0,0.0014819606960696067
1088,Brand D,76953,149,22.9,9,0.1225,0.5159999999999999,1.0,0.001444648031915585
1089,Brand X,89463,448,29.6,8,0.87,0.784,0.875,0.0036046186691704946
1090,Brand Z,87809,339,13.8,7,0.5975,0.15200000000000002,0.75,0.0027496042546891544
1091,Brand W,57805,335,16.3,1,0.5875,0.252,0.0,0.004141337254562753
1092,Brand B,75854,233,23.2,5,0.3325,0.528,0.5,0.0022419384607271866
1093,Brand C,55884,232,19.1,6,0.33,0.36400000000000005,0.625,0.003008553432109369
1094,Brand Z,49339,194,29.1,7,0.235,0.764,0.75,0.0029293256855631444
1095,Brand W,36395,143,31.3,1,0.1075,0.852,0.0,0.0030083802720153865
1096,Brand C,48001,200,22.9,6,0.25,0.5159999999999999,0.625,0.0030597279223349514
1097,Brand Z,36804,192,16.1,7,0.23,0.24400000000000005,0.75,0.0037830127160091293
1098,Brand B,52424,304,27.3,5,0.51,0.6920000000000001,0.5,0.0042154356783152755
1099,Brand X,80462,249,26.5,8,0.3725,0.66,0.875,0.002265044368770351
1100,Brand Z,95518,480,17.7,7,0.95,0.308,0.75,0.00357325320881928
1101,Brand E,30127,234,20.4,2,0.335,0.4159999999999999,0.125,0.005640123477279517
1102,Brand X,86059,210,13.7,8,0.275,0.14799999999999996,0.875,0.0017558884021427162
1103,Brand A,70594,223,33.6,4,0.3075,0.9440000000000001,0.375,0.002354024421338924
1104,Brand B,68456,101,31.4,5,0.0025,0.856,0.5,0.00117038681780998
1105,Brand E,83196,412,20.0,2,0.78,0.4,0.125,0.003538631664983893
1106,Brand X,65630,415,13.2,8,0.7875,0.12799999999999997,0.875,0.004486667682462289
1107,Brand X,85173,463,27.1,8,0.9075,0.684,0.875,0.0039006492667864223
1108,Brand A,67350,222,32.6,4,0.305,0.904,0.375,0.002452561247216035
1109,Brand E,37694,281,29.6,2,0.4525,0.784,0.125,0.00545391839550061
1110,Brand Z,82876,109,19.6,7,0.0225,0.38400000000000006,0.75,0.0009916019112891548
1111,Brand E,77329,218,20.1,2,0.295,0.4040000000000001,0.125,0.002051364947173764
1112,Brand B,67405,258,32.7,5,0.395,0.9080000000000001,0.5,0.002824864624286032
1113,Brand Y,46727,229,30.7,3,0.3225,0.828,0.25,0.0036276670875510946
1114,Brand A,65709,487,26.7,4,0.9675,0.6679999999999999,0.375,0.005309927102832184
1115,Brand C,52127,425,22.3,6,0.8125,0.49200000000000005,0.625,0.005835555470293706
1116,Brand A,49990,134,33.9,4,0.085,0.956,0.375,0.0020798159631926385
1117,Brand Z,48557,129,28.2,7,0.0725,0.728,0.75,0.002033898305084746
1118,Brand C,92432,280,27.2,6,0.45,0.688,0.625,0.0022087588713865327
1119,Brand A,30298,188,20.5,4,0.22,0.42,0.375,0.004546504719783484
1120,Brand Z,70656,212,26.2,7,0.28,0.648,0.75,0.002211560235507246
1121,Brand A,42575,207,29.2,4,0.2675,0.768,0.375,0.0036091603053435106
1122,Brand Y,78638,174,21.6,3,0.185,0.4640000000000001,0.25,0.0016312724128284036
1123,Brand Y,83679,293,15.9,3,0.4825,0.23600000000000002,0.25,0.002508036663918068
1124,Brand D,80913,193,28.6,9,0.2325,0.7440000000000001,1.0,0.0017757344308083993
1125,Brand C,81374,420,22.4,6,0.8,0.49599999999999994,0.625,0.0036955292845380593
1126,Brand Y,30144,439,27.5,3,0.8475,0.7,0.25,0.010468086518046708
1127,Brand C,61843,134,16.9,6,0.085,0.27599999999999997,0.625,0.0015987258056691944
1128,Brand Z,94728,407,22.3,7,0.7675,0.49200000000000005,0.75,0.0030781817414069755
1129,Brand X,52181,107,11.9,8,0.0175,0.07600000000000001,0.875,0.0015038040666142847
1130,Brand W,37735,431,12.0,1,0.8275,0.08,0.0,0.008090632039220882
1131,Brand B,63870,284,31.8,5,0.46,0.872,0.5,0.003261938312196649
1132,Brand D,85158,325,28.8,9,0.5625,0.752,1.0,0.0027729631978205215
1133,Brand Y,52276,482,19.1,3,0.955,0.36400000000000005,0.25,0.006563815135052414
1134,Brand X,71429,156,23.0,8,0.14,0.52,0.875,0.001625390247658514
1135,Brand D,62085,146,14.3,9,0.115,0.17200000000000004,1.0,0.0017152291213658694
1136,Brand Y,36532,470,14.6,3,0.925,0.184,0.25,0.009125698018175846
1137,Brand D,63691,128,29.0,9,0.07,0.76,1.0,0.001543389175864722
1138,Brand C,56492,338,16.9,6,0.595,0.27599999999999997,0.625,0.0042779508602988035
1139,Brand A,60662,216,10.9,4,0.29,0.03600000000000001,0.375,0.002546404668490983
1140,Brand C,37834,352,19.1,6,0.63,0.36400000000000005,0.625,0.006664111645609768
1141,Brand B,38030,254,17.2,5,0.385,0.288,0.5,0.004810938732579542
1142,Brand B,76843,108,26.7,5,0.02,0.6679999999999999,0.5,0.0010880626732428457
1143,Brand A,95377,306,30.6,4,0.515,0.8240000000000001,0.375,0.0023420740849471045
1144,Brand B,67065,427,14.5,5,0.8175,0.18,0.5,0.004521732647431596
1145,Brand B,86846,198,33.9,5,0.245,0.956,0.5,0.0017130322640075534
1146,Brand Y,43111,350,13.8,3,0.625,0.15200000000000002,0.25,0.005779035512978125
1147,Brand D,93903,247,18.0,9,0.3675,0.32,1.0,0.0018987678774906019
1148,Brand Z,35045,360,13.0,7,0.65,0.12,0.75,0.007302040233984876
1149,Brand C,46053,454,22.8,6,0.885,0.512,0.625,0.007049269320131152
1150,Brand X,84259,313,19.8,8,0.5325,0.392,0.875,0.0026708126134893603
1151,Brand D,72315,100,23.7,9,0.0,0.5479999999999999,1.0,0.001066307128534882
1152,Brand B,67702,226,19.1,5,0.315,0.36400000000000005,0.5,0.0024213464890254347
1153,Brand Y,91655,404,15.6,3,0.76,0.22399999999999998,0.25,0.003136544651137417
1154,Brand A,31960,311,10.6,4,0.5275,0.023999999999999987,0.375,0.0069111389236545685
1155,Brand Z,70975,115,22.2,7,0.0375,0.488,0.75,0.001228038041563931
1156,Brand D,92444,328,21.1,9,0.57,0.44400000000000006,1.0,0.0025521396737484318
1157,Brand W,38220,341,34.3,1,0.6025,0.9719999999999999,0.0,0.006514652014652014
1158,Brand E,44377,396,18.5,2,0.74,0.34,0.125,0.006371543817743425
1159,Brand B,81156,495,20.6,5,0.9875,0.42400000000000004,0.5,0.004345704568978264
1160,Brand C,99559,421,14.4,6,0.8025,0.17600000000000002,0.625,0.003003445193302464
1161,Brand C,83444,495,15.3,6,0.9875,0.21200000000000002,0.625,0.0042074924500263644
1162,Brand A,89269,453,17.5,4,0.8825,0.3,0.375,0.003610995978447165
1163,Brand Z,89069,212,10.6,7,0.28,0.023999999999999987,0.75,0.0017018266737024103
1164,Brand A,59260,250,25.1,4,0.375,0.6040000000000001,0.375,0.003080155248059399
1165,Brand D,81760,144,12.5,9,0.11,0.1,1.0,0.0012787426614481409
1166,Brand Y,93462,369,18.7,3,0.6725,0.348,0.25,0.002823714450792836
1167,Brand D,82156,209,22.8,9,0.2725,0.512,1.0,0.001864014801110083
1168,Brand A,93983,111,11.3,4,0.0275,0.052000000000000025,0.375,0.0008628156155900534
1169,Brand B,84257,495,25.4,5,0.9875,0.616,0.5,0.004202855549093844
1170,Brand W,40489,293,34.3,1,0.4825,0.9719999999999999,0.0,0.0053197164662006965
1171,Brand W,43049,470,23.7,1,0.925,0.5479999999999999,0.0,0.00780761457873586
1172,Brand W,64837,160,16.1,1,0.15,0.24400000000000005,0.0,0.001801903234264386
1173,Brand Y,72900,197,28.3,3,0.2425,0.732,0.25,0.0020080932784636487
1174,Brand D,71112,452,14.5,9,0.88,0.18,1.0,0.004510490493868827
1175,Brand Z,91222,269,24.9,7,0.4225,0.596,0.75,0.0021460831816886277
1176,Brand B,75851,105,12.6,5,0.0125,0.10399999999999998,0.5,0.001018839567045919
1177,Brand D,93299,250,23.7,9,0.375,0.5479999999999999,1.0,0.0019518965905315172
1178,Brand W,78170,117,26.0,1,0.0425,0.64,0.0,0.0011474990405526415
1179,Brand W,60839,317,22.9,1,0.5425,0.5159999999999999,0.0,0.0037602524696329653
1180,Brand Y,80598,270,17.6,3,0.425,0.30400000000000005,0.25,0.0024104816496687263
1181,Brand W,39298,250,26.5,1,0.375,0.66,0.0,0.00465545320372538
1182,Brand W,88544,218,11.3,1,0.295,0.052000000000000025,0.0,0.001761722985182508
1183,Brand B,49949,294,15.3,5,0.485,0.21200000000000002,0.5,0.00421209633826503
1184,Brand Z,90729,440,16.5,7,0.85,0.26,0.75,0.0034492830296817996
1185,Brand X,34434,370,11.0,8,0.675,0.04,0.875,0.007617471104141256
1186,Brand Y,98692,220,23.7,3,0.3,0.5479999999999999,0.25,0.0016324524784177036
1187,Brand W,89564,279,13.5,1,0.4475,0.14,0.0,0.002225782680541289
1188,Brand W,60835,375,27.5,1,0.6875,0.7,0.0,0.00445056299827402
1189,Brand X,42728,267,14.2,8,0.4175,0.16799999999999998,0.875,0.00447388129563752
1190,Brand Y,66507,183,19.1,3,0.2075,0.36400000000000005,0.25,0.0020122693851775
1191,Brand D,92335,183,20.0,9,0.2075,0.4,1.0,0.0014523203552282448
1192,Brand Y,65183,153,34.6,3,0.1325,0.9840000000000001,0.25,0.0018023104183606154
1193,Brand C,63535,325,23.5,6,0.5625,0.54,0.625,0.0036916660108601554
1194,Brand B,80933,301,13.7,5,0.5025,0.14799999999999996,0.5,0.002654170733816861
1195,Brand B,87792,217,15.4,5,0.2925,0.21600000000000003,0.5,0.0017828503736103515
1196,Brand B,48979,392,27.5,5,0.73,0.7,0.5,0.005770840564323485
1197,Brand Y,88251,382,17.7,3,0.705,0.308,0.25,0.003090163284268733
1198,Brand W,61289,245,26.3,1,0.3625,0.652,0.0,0.0029269526342410547
1199,Brand Z,35529,196,10.9,7,0.24,0.03600000000000001,0.75,0.003953671648512483
1200,Brand A,66096,243,18.5,4,0.3575,0.34,0.375,0.002657498184458969
1201,Brand Y,67530,189,21.5,3,0.2225,0.46,0.25,0.0020546423811639266
1202,Brand A,89310,122,16.6,4,0.055,0.26400000000000007,0.375,0.0010119807412383832
1203,Brand W,40447,276,24.9,1,0.44,0.596,0.0,0.00496130738991767
1204,Brand W,97359,345,20.8,1,0.6125,0.43200000000000005,0.0,0.0025446029642868144
1205,Brand W,34359,380,32.9,1,0.7,0.9159999999999999,0.0,0.008029046246980413
1206,Brand Z,99192,377,15.4,7,0.6925,0.21600000000000003,0.75,0.0027070731510605694
1207,Brand B,90043,417,10.7,5,0.7925,0.027999999999999973,0.5,0.0032774341148118116
1208,Brand C,64680,454,31.8,6,0.885,0.872,0.625,0.005060915275200989
1209,Brand W,75148,136,15.2,1,0.09,0.20799999999999996,0.0,0.0013275137062862617
1210,Brand B,87547,408,20.2,5,0.77,0.408,0.5,0.003331467668795047
1211,Brand E,31172,420,18.3,2,0.8,0.332,0.125,0.009607660721160016
1212,Brand C,95707,440,28.7,6,0.85,0.748,0.625,0.003308117483569645
1213,Brand W,94843,329,27.3,1,0.5725,0.6920000000000001,0.0,0.002514576721529264
1214,Brand X,97060,245,23.6,8,0.3625,0.544,0.875,0.0018398928497836392
1215,Brand A,75199,301,25.1,4,0.5025,0.6040000000000001,0.375,0.002902033271719039
1216,Brand X,76366,280,12.8,8,0.45,0.11200000000000003,0.875,0.002616871382552445
1217,Brand B,67976,468,14.3,5,0.92,0.17200000000000004,0.5,0.004882458514769919
1218,Brand E,34488,173,11.0,2,0.1825,0.04,0.125,0.003607051728137323
1219,Brand Z,64404,345,22.7,7,0.6125,0.508,0.75,0.00385550586920067
1220,Brand B,42200,301,34.5,5,0.5025,0.98,0.5,0.005238151658767772
1221,Brand X,79799,443,31.6,8,0.8575,0.8640000000000001,0.875,0.004004812090377072
1222,Brand D,69195,447,19.5,9,0.8675,0.38,1.0,0.0046065467158031646
1223,Brand Y,92810,280,12.6,3,0.45,0.10399999999999998,0.25,0.002152569766188988
1224,Brand C,81978,423,34.9,6,0.8075,0.996,0.625,0.0037396618604991576
1225,Brand C,88385,289,26.8,6,0.4725,0.672,0.625,0.002379815579566668
1226,Brand E,75100,472,33.4,2,0.93,0.9359999999999999,0.125,0.0045328894806924095
1227,Brand Y,67037,381,28.8,3,0.7025,0.752,0.25,0.0041072840371735005
1228,Brand A,82777,355,15.7,4,0.6375,0.22799999999999998,0.375,0.003058941493410005
1229,Brand Z,43083,492,15.4,7,0.98,0.21600000000000003,0.75,0.008101107165239188
1230,Brand B,68453,269,27.9,5,0.4225,0.716,0.5,0.002873066191401399
1231,Brand W,97086,212,28.3,1,0.28,0.732,0.0,0.0016159899470572481
1232,Brand E,72710,415,16.8,2,0.7875,0.272,0.125,0.0040646403520836205
1233,Brand D,44418,114,13.1,9,0.035,0.12399999999999999,1.0,0.0018850466027286233
1234,Brand E,65011,365,18.1,2,0.6625,0.32400000000000007,0.125,0.004013628462875512
1235,Brand X,35728,210,10.2,8,0.275,0.007999999999999972,0.875,0.004200067174205105
1236,Brand A,97112,120,28.8,4,0.05,0.752,0.375,0.0009539500782601532
1237,Brand A,30966,460,14.9,4,0.9,0.196,0.375,0.010542853452173352
1238,Brand D,69120,388,23.7,9,0.72,0.5479999999999999,1.0,0.004032262731481481
1239,Brand W,78356,332,13.1,1,0.58,0.12399999999999999,0.0,0.0030161059778447087
1240,Brand Z,89383,358,31.3,7,0.645,0.852,0.75,0.002908718660147903
1241,Brand Y,85126,351,18.6,3,0.6275,0.3440000000000001,0.25,0.002951859596363038
1242,Brand W,68061,302,31.2,1,0.505,0.848,0.0,0.003243560923289402
1243,Brand A,98658,229,30.5,4,0.3225,0.82,0.375,0.0017175495144843803
1244,Brand C,78253,283,13.2,6,0.4575,0.12799999999999997,0.625,0.002582137426041174
1245,Brand E,57433,184,16.0,2,0.21,0.24,0.125,0.002326188776487385
1246,Brand A,36356,352,29.9,4,0.63,0.7959999999999999,0.375,0.007024150071515018
1247,Brand E,47997,188,21.4,2,0.22,0.45599999999999996,0.125,0.0028755963914411315
1248,Brand X,39385,158,24.7,8,0.145,0.588,0.875,0.0029963183953281704
1249,Brand Z,72502,407,14.6,7,0.7675,0.184,0.75,0.00398995889768558
1250,Brand Z,97285,433,33.5,7,0.8325,0.94,0.75,0.003218892943413681
1251,Brand C,81601,486,21.0,6,0.965,0.44,0.625,0.004246271491770934
1252,Brand A,54311,405,11.0,4,0.7625,0.04,0.375,0.005280698201101067
1253,Brand Y,86281,240,25.6,3,0.35,0.6240000000000001,0.25,0.0020361377360021324
1254,Brand B,32181,174,16.2,5,0.185,0.24799999999999997,0.5,0.003935862776172276
1255,Brand W,80820,191,34.4,1,0.2275,0.976,0.0,0.0017819846572630536
1256,Brand E,88923,282,25.7,2,0.455,0.628,0.125,0.002306602341351506
1257,Brand E,54287,466,31.6,2,0.915,0.8640000000000001,0.125,0.0061834324976513715
1258,Brand X,53305,332,28.8,8,0.58,0.752,0.875,0.00452190226057593
1259,Brand E,70316,400,24.2,2,0.75,0.568,0.125,0.004085272199783833
1260,Brand X,79932,484,32.4,8,0.96,0.8959999999999999,0.875,0.004360206175248961
1261,Brand B,36721,243,17.5,5,0.3575,0.3,0.5,0.004775196753901038
1262,Brand A,70291,313,28.7,4,0.5325,0.748,0.375,0.0032395327993626493
1263,Brand Y,51648,361,15.5,3,0.6525,0.22,0.25,0.0049827679677819075
1264,Brand B,40322,447,30.5,5,0.8675,0.82,0.5,0.007986955012152174
1265,Brand B,97085,291,15.1,5,0.4775,0.204,0.5,0.002144821548127929
1266,Brand E,71480,138,32.6,2,0.095,0.904,0.125,0.0014882484611080022
1267,Brand Z,84560,240,12.0,7,0.35,0.08,0.75,0.0020293282876064334
1268,Brand D,99756,108,30.8,9,0.02,0.8320000000000001,1.0,0.0008504751593889088
1269,Brand D,30449,173,19.0,9,0.1825,0.36,1.0,0.004164340372426024
1270,Brand W,41717,264,17.6,1,0.41,0.30400000000000005,0.0,0.004556415849653618
1271,Brand D,85108,103,19.5,9,0.0075,0.38,1.0,0.000915895097993138
1272,Brand A,65734,115,31.1,4,0.0375,0.8440000000000001,0.375,0.0013665682903824504
1273,Brand D,31972,287,27.9,9,0.4675,0.716,1.0,0.006545414737895658
1274,Brand E,59327,465,12.3,2,0.9125,0.09200000000000003,0.125,0.005548738348475399
1275,Brand C,79904,452,27.3,6,0.88,0.6920000000000001,0.625,0.004062249699639567
1276,Brand B,89342,246,24.2,5,0.365,0.568,0.5,0.002008685724519263
1277,Brand B,78900,315,29.1,5,0.5375,0.764,0.5,0.0029053231939163496
1278,Brand W,69039,240,34.3,1,0.35,0.9719999999999999,0.0,0.0025824533959066614
1279,Brand Y,37459,233,21.6,3,0.3325,0.4640000000000001,0.25,0.004527082944018794
1280,Brand Z,70262,421,32.7,7,0.8025,0.9080000000000001,0.75,0.004333921607696906
1281,Brand X,96710,234,12.7,8,0.335,0.10799999999999997,0.875,0.0017331196360252299
1282,Brand B,34371,348,12.3,5,0.62,0.09200000000000003,0.5,0.0071947281138168805
1283,Brand W,73970,430,22.2,1,0.825,0.488,0.0,0.004159253751520887
1284,Brand A,64160,281,12.5,4,0.4525,0.1,0.375,0.003124220698254364
1285,Brand W,82435,329,31.4,1,0.5725,0.856,0.0,0.002907988111845696
1286,Brand X,79441,320,34.2,8,0.55,0.9680000000000001,0.875,0.0029488551251872458
1287,Brand C,55354,148,28.5,6,0.12,0.74,0.625,0.0020260505112548325
1288,Brand Y,94471,387,30.3,3,0.7175,0.812,0.25,0.002963766658551301
1289,Brand A,31787,457,31.7,4,0.8925,0.868,0.375,0.010363041494950764
1290,Brand C,96356,488,30.8,6,0.97,0.8320000000000001,0.625,0.0036410809913238404
1291,Brand D,58965,444,28.0,9,0.86,0.72,1.0,0.005413380819129991
1292,Brand Y,63871,338,27.5,3,0.595,0.7,0.25,0.0038335081648948662
1293,Brand B,74234,343,17.7,5,0.6075,0.308,0.5,0.0033058975671525176
1294,Brand E,97545,492,32.0,2,0.98,0.88,0.125,0.0036290942641857603
1295,Brand A,57753,100,23.0,4,0.0,0.52,0.375,0.0013315325610790782
